Unique Count July 2019
0.0
76.0
89.0
0.0
0.0
1268.0
0.0
888.0
0.0
0.0
12.0
53.0
618.0
2.0
2.0
0.0
0.0
215.0
0.0
0.0
306.0
29.0
0.0
0.0
22.0
0.0
184.0
0.0
114.0
196.0
122.0
24.0
222.0
0.0
296.0
167.0
2562.0
0.0
350.0
29.0
178.0
2014.0
90.0
158.0
16.0
462.0
92.0
1715.0
1304.0
259.0
239.0
130.0
107.0
131.0
782.0
346.0
0.0
750.0
0.0
0.0
640.0
334.0
1080.0
0.0
271.0
2199.0
322.0
324.0
2.0
328.0
