Unique Count August 2019
0.0
81.0
90.0
0.0
333.0
2043.0
0.0
95.0
0.0
121.0
33.0
0.0
612.0
16.0
155.0
27.0
0.0
245.0
0.0
0.0
0.0
201.0
192.0
576.0
76.0
0.0
132.0
0.0
117.0
0.0
6.0
4.0
142.0
0.0
392.0
556.0
2733.0
0.0
84.0
30.0
178.0
2125.0
136.0
38.0
311.0
6.0
67.0
1689.0
588.0
267.0
498.0
222.0
126.0
60.0
269.0
126.0
4102.0
1831.0
0.0
1.0
1085.0
1204.0
1020.0
0.0
322.0
3796.0
135.0
237.0
4.0
388.0
